"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Encoded_Education","Encoded_Marital_Status","Encoded_Dt_Customer","Response"
"1976","Graduation","Married",59809,"0","2","36",598,16,141,32,41,49,"3","3","3","6","8",3,3,15631,"0"
"1959","Graduation","Together",38285,"2","1","96",2,0,5,2,0,1,"1","0","0","3","2",3,5,16245,"0"
"1952","PhD","Divorced",43017.1563526094,"1","2","8",70.0556609127671,8.42147047072649,62.89860185422,19.5805142652243,13.5009923679754,25.1073523536325,"6","4","0","3","6",5,2.89463238231838,15747.5666211136,"1"
"1970","Graduation","Divorced",23730.3354167223,"0","1","23",13.9356007254682,8.59497775090858,23.9104894800112,12.3924666263629,3.48508158000186,39.1350074163638,"1","6","2","5","9",3,3.86499258363619,15775.9246662636,"1"
"1943","Master","Widow",45441.626012634,"1","0","32",259.188597654924,56.9481512736529,237.564553016797,76.8361909519881,60.3441438339651,79.0221029156819,"1","5","1","11","1",3.43400123994797,4.86800247989595,15924.7981822724,"1"
"1970","Graduation","Divorced",64713,"1","0","11",180,60,241,13,54,54,"2","5","5","7","4",3,2,16253,"1"
"1986","Graduation","Single",26816,"0","0","50",5,1,6,3,4,3,"1","0","0","3","4",3,4,15569,"0"
"1972","PhD","Together",36111.5467258589,"1","0","10",49.7891524024308,1.37974313972518,25.4970015073195,2.48330945055932,2.3452210361138,17.7928673783317,"1","7","1","5","6",4.03452210361138,3.06904420722276,15967.7112721191,"1"
"1951","Graduation","Single",60689,"0","1","23",240,90,216,63,6,24,"4","4","4","10","3",3,4,15711,"0"
"1967","Master","Single",83096.0463310145,"0","0","47",1114.78543561138,40.1837014444172,592.877286333591,75.9489483889192,42.0714511666447,100.908254722133,"0","5","5","5","8",3.37754994444549,3.37754994444549,15732.9485266116,"1"
"1986","PhD","Married",45921,"0","0","23",102,9,49,24,3,12,"1","2","1","6","4",5,3,16346,"0"
"1949","PhD","Widow",66059.3010249026,"1","0","3",849.545260235667,11.6832117438316,282.406388457865,15.357116881758,23.3664234876633,21.6521897241473,"1","2","6","2","7",4.66770073398948,5.33229926601052,15829.9627735764,"1"
"1971","Graduation","Together",53136.3044688455,"0","1","87",563.448443726171,6.60647666966543,104.654559377115,8.49165800539777,6.0490673375316,14.410207319539,"7","4","6","9","6",4.44259066786617,4.16388600179926,15490.3964772206,"1"
"1975","Graduation","Married",37085,"1","1","65",39,1,16,2,0,3,"4","3","0","3","8",3,3,16247,"0"
"1980","2n Cycle","Together",25130,"1","0","10",2,5,7,0,18,18,"2","2","0","3","7",1,5,15746,"0"
"1968","Master","Together",42938.0427458913,"1","0","11",279.433872941183,9.9720110911876,47.3460610015318,4,3.12849861360155,94.150138639845,"3","1","2","4","6",4.12849861360155,4.7430027727969,16015.2022712443,"1"
"1955","Graduation","Together",27166.217393592,"0","0","7",2.59158457443118,25.802082747221,25.2556431181729,16.8598086126149,22.8103292994201,14.8763017170131,"1","4","0","6","8",3,5.99175344780087,15601.3381086402,"1"
"1961","PhD","Together",66426,"0","1","14",1043,24,97,32,24,157,"2","3","5","10","6",5,5,15746,"0"
"1958","Graduation","Together",53977,"0","1","21",620,16,165,0,24,82,"5","5","5","12","5",3,5,15923,"0"
"1957","Graduation","Married",73803,"0","1","61",833,80,363,52,26,174,"2","9","5","6","6",3,3,15347,"1"
"1970","Graduation","Together",22070,"1","0","11",10,7,19,8,2,21,"2","2","2","2","6",3,5,15805,"0"
"1949","Graduation","Together",52497.0102814697,"0","0","21",124.184597230051,18.7217441895045,150.263954712544,20.0968233076856,22.0968233076856,30.4519048188813,"1","2","2","2","7",3.81730160629377,5.81730160629377,15859.6636502049,"1"
"1960","Master","Married",28520,"1","1","55",11,0,10,0,2,20,"1","1","1","2","6",4,3,15870,"0"
"1953","PhD","Divorced",36957,"1","1","43",100,2,16,2,1,31,"4","3","2","2","9",5,2,15500,"1"
"1972","Master","Divorced",37760,"1","0","54",26,3,13,2,10,0,"1","2","0","3","6",4,2,16017,"0"
"1995","Graduation","Single",71163,"0","0","30",283,17,372,138,106,44,"1","3","8","12","1",3,4,16316,"0"
"1962","Graduation","Married",56181,"0","1","6",121,103,69,8,44,48,"1","4","2","7","4",3,3,15918,"0"
"1985","Graduation","Together",29103,"1","0","38",16,0,17,6,3,6,"2","1","0","3","9",3,5,15579,"0"
"1984","Graduation","Married",27255,"1","0","3",22,1,11,0,1,2,"1","1","0","3","7",3,3,15897,"0"
"1964","Graduation","Married",48920,"0","2","93",238,17,68,8,10,6,"3","6","2","5","7",3,3,15998,"0"
"1953","PhD","Married",66883.119974178,"0","2","64",940.724889786914,32.9526368125807,318.626808978152,25.5774271604605,12.6247903478798,80.138393715024,"1","11","2","6","7",5,4.1293248035945,15861.5592893376,"1"
"1969","Master","Together",47276.0760203465,"0","0","81",153.122124591609,2.7194248822052,67.2805751177948,12.5251760601532,8.56115023558959,25.6834507067688,"1","3","1","10","6",3.09352503926493,5.09352503926493,16106.0792057209,"1"
"1965","Graduation","Married",61482,"0","0","39",48,58,68,16,66,43,"1","3","2","6","2",3,3,16248,"0"
"1971","2n Cycle","Married",54690,"1","1","76",111,16,37,7,9,18,"3","3","1","5","3",1,3,15897,"0"
"1964","Graduation","Divorced",51983,"0","1","95",631,0,115,10,7,30,"3","9","2","10","7",3,2,15583,"0"
"1967","PhD","Together",62981,"0","0","21",796,14,590,38,44,0,"1","4","5","13","3",5,5,15781,"0"
"1949","Graduation","Together",48310.8951547618,"1","0","70",377.456707989797,9.8380010779947,111.420510510448,11.1038348604925,4.91900053899735,60.182248787256,"1","3","4","6","7",4.34683324350044,3.65316675649956,15669.4760890377,"1"
"1982","Master","Single",75777,"0","0","12",712,26,538,69,13,80,"1","3","6","11","1",4,4,15802,"1"
"1988","Graduation","Married",77292.8178469597,"0","0","8",837.160709193209,39.8046645096038,273.328981743194,36.6093290192075,15.6878134196158,11.0050147138536,"1","3","1","7","1",3.68781341961585,3.68781341961585,16031.9701500668,"1"
"1978","Graduation","Married",38136,"1","0","69",8,15,27,0,20,33,"2","3","1","2","8",3,3,15817,"0"
"1976","PhD","Divorced",14849,"1","0","39",21,2,28,3,2,9,"3","2","0","4","8",5,2,15743,"0"
"1979","Basic","Together",23724,"1","0","65",5,23,15,0,18,14,"2","2","0","3","8",2,5,15918,"0"
"1965","Graduation","Single",59686,"0","1","78",89,15,89,34,42,5,"1","4","1","6","4",3,4,16095,"0"
"1981","PhD","Divorced",56528.8231077332,"0","0","87",726.394818183267,7.85034212353639,122.814995003631,10.7306158223655,7.79047897295095,8.68842623173259,"7","8","6","9","8",4.94013684941456,4.91020527412184,15443.627136155,"1"
"1959","PhD","Married",33762,"2","1","61",53,1,34,2,0,16,"3","2","2","2","8",5,3,15893,"0"
"1958","Graduation","Together",28087,"1","1","77",53,8,17,13,0,21,"3","2","2","2","7",3,5,15656,"0"
"1972","PhD","Married",57091,"0","1","82",462,0,24,6,0,4,"2","9","2","5","7",5,3,15667,"1"
"1956","Graduation","Single",60230,"0","1","78",520,20,367,39,81,40,"2","6","3","6","5",3,4,15845,"0"
"1984","PhD","Single",61773.7793962178,"0","1","27",1042.39930181438,11.9274049839005,143.041745787486,0,0.00725950160995126,23.8911074758507,"1","6","0","8","8",4.99274049839005,3.00725950160995,15734.083491575,"1"
"1989","PhD","Single",33996,"0","0","46",40,2,15,8,0,6,"1","1","1","3","4",5,4,16018,"0"
"1969","Master","Married",42169,"1","1","20",19,0,9,0,0,2,"2","1","0","3","8",4,3,15997,"0"
"1969","Master","Single",47502.7849949466,"1","0","81",235.327013031114,29.3923610800412,106.78698494751,23.8512016027234,16.4656288849656,25.7711454355158,"7","6","2","13","5",4.30777933797799,4.69222066202201,15626.534371115,"1"
"1974","Graduation","Married",34421,"1","0","81",3,3,7,6,2,9,"1","1","0","2","7",3,3,15712,"0"
"1955","PhD","Married",66465,"0","1","1",1200,0,204,38,29,14,"3","11","9","12","6",5,3,15794,"0"
"1956","2n Cycle","Together",58821,"0","1","44",513,14,154,19,0,28,"1","9","2","9","6",1,5,16049,"0"
"1984","Graduation","Together",16529,"1","0","23",3,0,5,13,0,1,"1","1","0","3","6",3,5,16073,"0"
"1986","Basic","Married",20425,"1","0","5",4,12,5,3,16,17,"2","2","0","3","7",2,3,15642,"0"
"1961","Graduation","Single",46524,"0","1","70",31,19,35,26,14,52,"2","1","1","5","3",3,4,15829,"0"
"1971","Master","Together",30538,"1","0","27",284,0,52,8,3,20,"4","9","0","4","10",4,5,15349,"0"
"1990","Basic","Single",16185,"1","0","71",5,11,16,21,8,45,"2","2","2","2","8",2,4,15833,"0"
"1946","PhD","Together",44124,"0","1","62",284,0,55,0,6,52,"4","6","2","5","8",5,5,16014,"0"
"1956","Graduation","Divorced",58209.3189491918,"0","0","8",435.404691386968,56.4288856396452,191.636730026919,85.0339075720403,69.4605937341694,128.715542558581,"1","9","9","4","5",2.21444281982258,3.82166422973387,15766.7397368113,"1"
"1947","PhD","Widow",49274.767037021,"1","0","16",263.836251748959,18.144242487615,95.943256105762,0,8.5818463913165,22.1701762143057,"2","11","8","4","8",3.79740662733093,4.19610994099639,16201.0745871984,"1"
"1987","Graduation","Together",67430,"0","0","6",595,97,291,127,133,121,"1","11","5","12","6",3,5,15469,"0"
"1965","2n Cycle","Married",46891,"0","1","91",43,12,23,29,15,61,"1","2","1","4","4",1,3,15714,"0"
"1987","PhD","Married",89040.0772738941,"0","0","1",1190.04935021698,31.2745106108487,467.06896693632,91.473967757076,30.6288040801883,60.0351620353758,"3","5","5","5","8",4.29141306132078,3.64570653066039,15821.9513077736,"1"
"1947","Master","Single",89219.7102766722,"0","0","80",1157.72589320363,32.5570482006297,345.640366376145,20.0251656488981,16.0464206833858,16.9284136677161,"1","11","4","7","1",4.0464206833858,4.09284136677161,16179.3444978558,"1"
"1973","PhD","Together",20427,"1","0","63",5,0,4,0,0,1,"1","1","0","2","8",5,5,16153,"0"
"1973","PhD","Widow",35409.5022303965,"0","0","37",14.2850862871855,1.32769689522684,8.86810950841755,4.66384844761342,3.07237056922168,19.7446736739948,"2","1","0","2","9",4.89786946959794,1.25532632600516,16177.9523187578,"1"
"1981","Graduation","Single",72066,"0","0","55",1003,34,536,134,51,34,"1","4","6","6","2",3,4,16244,"1"
"1963","Graduation","Single",30983,"0","0","50",51,4,50,12,1,49,"1","4","0","3","8",3,4,15594,"1"
"1970","PhD","Divorced",67207.5858601457,"1","1","1",137.241666890215,30.1758803336415,155.464143445948,0.438556333305314,0,110.235270112054,"1","7","1","2","8",3.29237088887021,2.1461854444351,15733.5865605527,"1"
"1964","Graduation","Divorced",41638,"0","1","68",315,0,31,4,0,91,"4","5","5","3","8",3,2,15749,"0"
"1982","Master","Widow",50906.2081944849,"0","0","20",655.599682110827,1.71154614002444,95.6731921003666,25.0191770198289,6.01278467988595,28.3076308798045,"5","6","1","10","8",4.57051538000815,4.85896923998371,15910.3152210636,"1"
"1951","Master","Married",59412,"0","0","56",90,67,165,30,43,11,"1","4","2","8","3",4,3,16179,"0"
"1983","Graduation","Together",28427,"1","0","67",18,3,19,3,3,6,"2","2","0","3","8",3,5,15785,"0"
"1965","PhD","Together",51717,"0","1","55",98,1,17,0,1,5,"1","3","0","4","7",5,5,15937,"0"
"1973","PhD","Single",62766.9579295579,"1","1","81",615.825675793691,18.1606825571507,350.710807154886,90.6583274661098,21.0207963166758,90.4404550381005,"1","5","1","7","4",3.56994312023744,3.28497156011872,15755.2939030272,"1"
"1958","Master","Together",42315,"0","1","90",67,15,80,17,11,80,"3","1","4","4","3",4,5,16046,"0"
"1974","Basic","Married",18393,"1","0","2",7,10,13,16,0,4,"2","3","0","3","8",2,3,16158,"0"
"1986","Graduation","Married",23477,"1","0","39",38,15,54,3,8,29,"3","3","0","4","8",3,3,15999,"0"
"1943","PhD","Widow",51329.6519103243,"0","0","73",529.63989278255,125.422351380344,486.005972401239,162.349575372413,124.729173036758,124.597139066551,"1","6","5","11","1",4.01650424627587,5.96699150744826,16001.1672420418,"1"
"1971","Master","Divorced",74290,"0","1","70",1121,0,72,0,12,12,"4","10","8","10","6",4,2,16047,"0"
"1959","Master","Married",27861.6623920449,"1","1","30",60.8747995407321,11.9975837091915,34.5609454214573,2.82374261389486,19.2889297285583,41.0575443166308,"1","8","7","7","4",3.05875246203505,3.94124753796495,16321.499015186,"1"
"1985","2n Cycle","Together",35263.4068948613,"1","0","8",137.597290637437,20.5477022971027,66.8702332153916,11.8645061836578,2.14122084807605,16.2881687278859,"4","4","2","5","9",2.14122084807605,4.14122084807605,15777.2786696097,"1"
"1947","PhD","Widow",68117,"0","1","80",618,44,215,0,17,36,"2","11","8","4","6",5,6,15981,"1"
"1973","2n Cycle","Married",35688,"2","1","94",73,3,90,12,1,32,"7","4","1","4","8",1,3,15574,"0"
"1975","Graduation","Married",65106,"0","1","55",790,19,133,12,0,19,"3","8","3","13","6",3,3,16214,"0"
"1952","Master","Together",48420.2889367046,"0","1","0",245.787018107949,8.64556294330396,57.7504635257646,16.374304711353,11.4574835360982,24.5009270515293,"4","7","3","4","5",3.52079470618628,4.52079470618628,15889.6715203861,"1"
"1987","PhD","Widow",34167.9735425618,"1","0","35",147.308745496906,0.668653030181304,58.3671015130822,12.686530301813,8.02383636217564,68.1013045392465,"3","7","2","3","8",3.66269393963739,3.99404090945609,15720.046545513,"1"
"1961","Graduation","Single",50060.3976581478,"0","0","0",320.752495193388,3.88955422630534,53.2656908542849,4.40895986137912,0.370148591231555,48.8447549194098,"1","3","2","7","5",3.74029718246311,3.62985140876845,16010.9496565312,"1"
"1954","Graduation","Divorced",50002,"0","1","21",443,5,71,21,16,82,"2","8","2","7","7",3,2,15873,"0"
"1983","2n Cycle","Married",32146,"1","0","16",26,3,23,4,7,3,"2","2","0","4","6",1,3,16409,"0"
"1985","Basic","Single",16581,"0","0","51",1,3,4,2,3,11,"1","0","0","3","4",2,4,16040,"0"
"1956","Graduation","Married",67131,"0","1","72",465,71,250,93,35,62,"3","9","2","12","6",3,3,15790,"0"
"1970","Graduation","Widow",31880,"1","0","13",4,1,5,2,0,3,"1","1","0","2","8",3,6,15644,"0"
"1988","2n Cycle","Married",23331,"1","0","92",5,36,7,0,10,45,"2","3","0","3","8",1,3,15439,"0"
"1981","PhD","Married",73216.079436226,"0","0","93",956.750037128804,40.6623673778959,416.628280159784,52.994472343009,40.6623673778959,105.209426719928,"3","5","5","9","6",3.44464917248115,3.44464917248115,15543.7638562713,"1"
"1983","Graduation","Divorced",45090.4440791556,"0","1","1",57.5260941986926,11.6504303419497,65.0824025773909,2.12268815073185,0,53.5361655920278,"2","7","2","8","8",4.41512543382123,2.70756271691062,15904.8066286577,"1"
"1952","Graduation","Together",43089.1568612941,"1","0","9",173.781251141801,1.96213236637414,69.882904808037,3.18933816812932,2.09466908406466,20.2272058017552,"6","4","2","4","9",3.98106618318707,4.96213236637414,15758.0667307554,"1"
"1963","PhD","Married",70481.4254334262,"0","0","31",739.188450233079,10.6178937903605,121.227773194201,23.7073627421632,9.78863006457686,33.512208822649,"2","10","3","3","6",4.44715751614422,3.55284248385578,15749.4221781422,"1"
"1953","PhD","Together",84487.7311068224,"0","0","73",919.046924523078,102.072113957489,657.814604804851,45.0717301412951,65.1911524380557,61.3090394700412,"1","11","2","4","3",5,4.11903848056681,15773.3330774559,"1"
"1970","Graduation","Single",30015,"1","0","28",25,0,22,2,3,5,"2","1","0","4","5",3,4,16103,"0"
"1977","2n Cycle","Married",22462.5467794426,"0","1","14",16.8054302146193,11.3977452116087,11.405261172913,6.35131529322825,12.3475573125761,36.1229236819781,"1","5","1","2","8",1.10037579806522,4.89962420193478,15827.4592070526,"1"
"1956","Graduation","Together",64090,"0","1","8",316,58,161,76,51,135,"1","6","9","4","5",3,5,15894,"1"
"1982","Graduation","Together",50272,"1","0","75",99,13,66,43,8,4,"3","4","1","5","7",3,5,15894,"0"
"1961","Graduation","Married",54636.6484794216,"1","0","56",1125.48893205076,0.373524357564747,61.1952779442072,0.0996064953505993,0.373524357564747,24.6474422197789,"3","9","1","4","8",4.9501967523247,2.02490162383765,15720.1402483052,"1"
"1982","Master","Together",73450,"0","0","85",1142,51,415,90,69,37,"1","7","8","11","3",4,5,15837,"0"
"1991","Graduation","Married",51373,"0","0","37",83,2,101,64,26,117,"1","3","5","3","4",3,3,15878,"0"
"1967","PhD","Divorced",28420,"1","0","36",4,2,5,2,0,0,"1","1","0","2","6",5,2,16063,"0"
"1969","Graduation","Together",39178.3476399146,"1","0","67",38.7839547842741,21.6803881097585,29.5241218339652,2.77556374296546,6.48295750468969,24.5781331378967,"1","5","0","5","8",3.87073937617242,4.12926062382758,15726.027005652,"1"
"1953","PhD","Married",55707,"0","1","91",208,7,82,30,66,35,"2","3","2","9","3",5,3,16061,"0"
"1961","PhD","Together",84474.9503280013,"1","0","81",1236.81284968345,15.855115537066,345.843588486081,42.6170910622459,15.855115537066,16.0310466706287,"7","4","2","9","8",4.98965110979043,4.01034889020957,15949.7711462546,"1"
"1972","Master","Married",37787,"1","0","50",40,1,40,4,3,18,"1","3","0","3","8",4,3,15968,"0"
"1974","PhD","Married",38410,"0","0","65",153,64,123,116,64,14,"2","5","2","9","6",5,3,15597,"1"
"1979","Graduation","Married",64030.8956035718,"0","0","4",711.137343605282,0.0378880908247083,223.854060472688,12.5074548192788,19.35590245598,48.5981406394858,"2","3","5","7","7",3.96211190917529,4.92422381835058,16035.2757414272,"1"
"1947","Master","Together",78093,"0","0","53",368,32,639,13,43,10,"1","4","7","5","1",4,5,16021,"0"
"1950","PhD","Married",65437.3682908998,"0","1","36",694.744220613269,8.22728055552579,318.878191081109,77.9426578944549,14.6602953216061,80.1675061401911,"3","3","7","6","9",4.5669852339197,4.29904429824091,15621.6913986842,"1"
"1996","2n Cycle","Married",12889.4853409566,"1","1","24",62.5261157760397,16.0106953596696,25.7828044081107,16.9893046403304,22.6120937354863,59.4874529000372,"3","7","1","7","9",1.30604686774313,3.15302343387157,15628.4302726211,"1"
"1980","Graduation","Married",43586,"0","1","26",99,2,11,4,0,16,"3","3","0","4","8",3,3,15582,"0"
"1969","Master","Together",35924,"1","1","56",8,0,14,2,3,7,"1","1","0","3","5",4,5,16152,"0"
"1974","Graduation","Married",40049,"0","1","61",91,65,52,10,44,28,"3","3","2","6","5",3,3,15673,"0"
"1982","Graduation","Married",29560.361084735,"1","0","11",73.522206556052,2.98947547841817,37.1122615635395,3.98596730455756,1.99298365227878,63.936852870509,"4","3","2","13","6",3.99649182613939,2.00350817386061,15501.0522817085,"1"
"1972","Graduation","Married",30467,"1","0","8",1,3,8,2,5,5,"1","1","0","2","7",3,3,16148,"0"
"1968","Graduation","Single",53550.6177262552,"0","0","20",605.079385157675,6.33779872953892,69.9397171512246,10.9933019056916,0,41.3645911067724,"4","6","1","5","8",3.33110063523054,4.83444968238473,15940.2890100293,"1"
"1974","Graduation","Single",75020.0207018838,"0","0","30",895.727175633423,42.3991123358719,376.07170873275,1.38007557252422,83.7493672366254,58.7728423206136,"1","8","2","7","9",3.94479697709903,3.05520302290097,15924.354069435,"1"
"1951","Master","Together",47352,"0","1","70",172,12,112,8,0,15,"4","6","1","5","7",4,5,16013,"0"
"1961","PhD","Together",63342,"0","1","48",918,21,118,13,10,21,"3","8","3","5","6",5,5,15629,"1"
"1987","Graduation","Single",40433.8228113782,"1","1","44",91.9100341247395,0.528267447836697,90.417022921145,8.45227916538715,6.33920937404037,109.530092712492,"3","2","4","8","6",3,3.4717325521633,15568.0759882824,"1"
"1949","Graduation","Divorced",49160,"0","1","29",122,21,43,25,10,15,"2","3","1","6","6",3,2,15998,"0"
"1967","PhD","Married",36947,"1","1","49",88,3,21,4,1,29,"4","3","0","4","9",5,3,15529,"0"
"1976","Graduation","Single",20180,"0","0","27",18,42,24,15,20,18,"1","2","1","4","7",3,4,15756,"0"
"1975","Master","Together",53253,"1","1","61",216,9,57,20,9,125,"7","4","3","5","5",4,5,16011,"0"
"1965","PhD","Widow",81099.6707526278,"0","1","80",825.569235464558,58.8263739617541,524.609573907219,34.8855857923627,23.9771171584725,111.00400945358,"2","11","8","8","6",3.25572071038187,5.12786035519093,15794.3621160109,"1"
"1952","Graduation","Divorced",29224.547273732,"0","0","8",38.8957691346295,3.64328328799456,45.1633066686336,12.8046012793202,10.1613179913256,26.2865665759891,"3","3","1","3","6",3.60721388133243,4.08917917800136,15479.0440241159,"1"
"1973","PhD","Single",47571.2214368577,"0","1","73",105.045357059687,1.48773984145373,79.8424597261474,10.8132387604564,1.59858980542049,78.2240502522327,"6","5","5","4","4",4.9556600144133,3.97783000720665,16147.1635741726,"1"
"1970","Master","Married",44159,"1","0","85",167,2,62,24,13,7,"4","4","1","6","5",4,3,16238,"0"
"1969","PhD","YOLO",46709.1487155366,"1","0","67",260.311716313241,6.41596359177493,44.9765241297428,3.59812193037942,3.80375613924116,38.7849754430354,"1","2","0","6","8",4.79906096518971,6.39718289556913,15650.6920254114,"1"
"1960","Graduation","Divorced",62204,"0","2","38",317,46,247,151,46,139,"1","4","5","12","3",3,2,15683,"0"
"1976","PhD","Married",68397,"0","1","6",760,80,466,17,13,80,"1","6","9","5","3",5,3,16026,"0"
"1980","Graduation","Together",93331.8315653377,"1","1","4",432.865870120935,19.8679194184951,120.888759993482,48.9016741979867,94.9820979614742,58.3058423129842,"5","4","1","6","8",1.11916637700051,3.11916637700051,16178.9779993664,"1"
"1952","Graduation","Together",75278,"0","0","17",304,98,230,150,74,74,"1","6","3","13","3",3,5,15734,"0"
"1955","Master","Together",70840.3116444405,"0","0","7",634.954880293459,22.4303419440985,466.309367377311,58.7372330892831,11.06643521972,68.1011398136616,"1","4","1","6","1",3.85126424767077,4.14873575232923,15778.2022796273,"1"
"1986","PhD","Single",69867,"0","0","30",196,0,512,33,130,54,"1","3","5","8","1",5,4,15740,"1"
"1972","Master","Single",85735.6474883477,"0","0","40",1246.06145744724,19.870545854792,501.329841896426,99.16181768151,14.030728723621,64.517816580832,"2","9","7","11","3",3.483818231849,3.483818231849,15917.5727347773,"1"
"1973","Graduation","Married",37971,"1","0","97",5,4,10,2,2,7,"1","1","0","3","8",3,3,16034,"0"
"1971","Graduation","Divorced",29819,"1","0","77",9,1,24,2,1,2,"3","3","0","3","6",3,2,16002,"0"
"1974","Master","Together",43018,"0","1","46",35,4,17,7,6,64,"1","2","2","2","5",4,5,15716,"0"
"1955","Graduation","Together",69715.268266147,"1","0","7",183.595545510529,20.0343877817504,377.844458874315,76.9929632220883,85.3165268136654,32.6006240670104,"5","4","1","13","8",3.69363029929809,3.61273940140381,15798.0668173421,"1"
"1984","Graduation","Single",52413,"1","0","67",185,8,133,56,56,12,"2","7","1","7","7",3,4,15410,"0"
"1970","Master","Together",51381.5,"0","1","39",187,5,65,26,20,14,"2","4","2","6","5",4,5,15709,"0"
"1973","Master","Divorced",44051,"1","1","20",79,7,58,6,3,18,"4","3","1","4","6",4,2,15734,"1"
"1951","PhD","Married",53312,"0","0","32",241,0,12,0,0,25,"1","5","1","5","7",5,3,15956,"0"
"1974","PhD","Single",39913.5608916329,"1","1","48",50.4894875418395,5.73406232800335,54.127839345485,10.1649286723696,7.81917590182275,7.26063919672742,"5","1","0","2","4",5,3.26063919672742,15853.0905810338,"1"
"1972","Graduation","Together",46053,"1","0","46",56,10,92,19,7,25,"3","3","2","4","5",3,5,15753,"0"
"1982","Graduation","Married",46323.4301160933,"0","0","11",390.537074089283,12.3649609959684,216.636979104485,55.0816054325551,13.4933612223249,77.1960814034101,"4","3","2","7","9",3.57431995472871,2.42568004527129,15539.4396043008,"1"
"1968","PhD","Single",46202.3337267158,"1","1","81",142.441074722447,3.13032452855259,73.4611562257633,6.36090264143422,1.42606490571052,84.9649086799473,"3","7","1","3","7",4.78696754714474,4.21303245285526,16124.636612826,"1"
"1979","Master","Single",16653,"1","0","10",5,7,31,15,4,7,"3","2","1","3","6",4,4,16178,"1"
"1977","Graduation","Married",54233,"0","1","46",652,8,158,21,0,142,"4","11","6","5","8",3,3,15797,"0"
"1975","2n Cycle","Single",41658,"1","1","30",8,4,12,15,4,29,"2","1","1","2","4",1,4,15594,"0"
"1952","Basic","Together",40814.4540103199,"1","2","13",67.6489768784959,10.2094090660103,69.4395678124856,23.1517498630565,15.7329317310359,31.0627271067351,"1","1","1","2","6",4.10470453300513,2.89529546699487,15728.5452284762,"1"
"1973","PhD","Married",53317.191509658,"1","0","46",474.539508286864,0,301.970126624685,22.8256731336005,25.1700592413545,10.3458086494356,"2","1","8","13","2",4.03458086494356,2.48270956752822,16199.3458086494,"1"
"1960","Graduation","Together",19740,"0","1","65",7,11,3,10,4,20,"2","1","1","3","5",3,5,15788,"0"
"1949","Master","Married",36324.9286256148,"1","1","29",265.743735466152,12.5402904381044,120.086750069633,25.9462794158608,34.8746519703418,31.9104656931013,"4","10","2","7","8",3.49552328465506,3.99104656931013,15514.8656985397,"1"
"1986","Graduation","Married",32880,"1","0","76",8,4,15,7,6,2,"1","1","0","3","8",3,3,15442,"0"
"1969","PhD","Together",31798.2807139414,"0","1","34",19.7838318045251,2.15035907551646,13.6727447151206,0.244333497714251,1.16915395995602,9.46987211098894,"1","1","2","2","8",4.01879488443956,4.01879488443956,15473.8043089062,"1"
"1982","PhD","Alone",46486.3511429622,"1","1","37",200.549183221301,6.92149033537135,149.091918374877,21.3037258384284,4.92832283419557,35.9726700047031,"1","3","1","2","1",4.73378883325495,1.79863350023516,16100.6520551348,"1"
"1989","Basic","Married",17487,"1","0","37",0,0,1,7,4,6,"1","1","0","2","7",2,3,15782,"0"
"1956","Master","Married",62058,"0","1","52",301,7,74,10,0,58,"4","6","1","7","6",4,3,15851,"0"
"1974","PhD","Single",63159,"0","0","74",965,34,586,89,86,37,"1","3","5","8","3",5,4,15471,"0"
"1965","2n Cycle","Together",71488,"0","0","87",162,33,124,40,28,172,"2","3","4","7","1",1,5,15754,"0"
"1977","Graduation","Single",51655.4871118199,"0","0","27",783.589273598045,13.0207307524979,113.378077425063,2.80700956936926,0,26.5518268812448,"3","3","1","8","7",4.48963462375104,3.25518268812448,15876.3504784685,"1"
"1985","PhD","Single",37929,"0","0","49",202,2,46,3,2,10,"2","4","2","5","7",5,4,15916,"1"
"1957","Graduation","Single",41876.9657687587,"1","0","18",101.875217450317,2.0663838093169,17.9875217450317,1.31120539689437,2.34439730155282,13.6763163481373,"4","1","0","6","7",3,3.34439730155282,16067.2113793571,"1"
"1971","Graduation","Divorced",25818,"1","0","51",5,2,8,2,2,9,"1","0","1","2","7",3,2,15631,"0"
"1985","Graduation","Married",21355,"1","0","5",5,13,14,0,5,31,"2","2","1","2","6",3,3,15937,"1"
"1960","PhD","Divorced",44166.5601739348,"0","1","98",279.93189368723,0,15.1471947440878,3.58559856656939,0,5.20720071671531,"1","1","0","7","8",5,2.4024002389051,15588.0832879171,"1"
"1969","Master","Together",37565.9526135642,"1","0","51",557.277635886101,1.14574224920943,39.0649592713453,17.5223817634396,7.1255465047434,28.8239641340915,"2","7","4","10","8",3.42712887539528,5.42712887539528,15616.3160522808,"1"
"1960","Master","Married",81843,"0","0","13",779,86,537,34,69,138,"1","5","9","12","3",4,3,15817,"0"
"1981","Graduation","Together",42162,"1","0","31",46,7,59,2,4,27,"2","3","1","3","6",3,5,16028,"1"
"1988","2n Cycle","Single",23331,"1","0","97",104,20,101,24,15,5,"6","5","1","5","9",1,4,15470,"0"
"1976","Graduation","Divorced",12571,"1","0","86",3,5,14,2,12,17,"4","3","1","3","6",3,2,16088,"0"
